Data,Tipo,Pratos Principais,Acompanhamentos,Bebidas,Sobremesas
2025-02-20,Almoço,Bife à Pizzaiolo; Lasanha de Soja,"Salada Crua; Salada Cozida: Batata, Beterraba e Chuchu; Feijão Macassar; Arroz Branco; Espaguete ao Alho e Óleo",Suco,Fruta
2025-02-20,Jantar,Guisado com Legumes; Soja ao Sugo,Salada Crua; Arroz Refogado; Batata-doce; Creme de Abóbora; Sopa de Legumes com Carne,Suco; Café; Café com Leite,
2025-02-21,Almoço,Cozido; Bacalhoada Vegetariana,"Salada Crua; Salada Cozida: Cenoura, Batata-doce e Abóbora; Feijão Mulatinho; Arroz com Vagem; Pirão",Suco,Fruta
2025-02-21,Jantar,Hambúrguer; Lentilha com Cebola Caramelizada,Salada Crua; Arroz Branco; Batata Frita; Creme de Cenoura; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2025-02-24,Almoço,Frango na Aveia; Moqueca de Banana com Legumes,"Salada Crua; Salada Cozida: Batata, Cenoura e Chuchu; Feijão Mulatinho; Arroz com Brócolis; Farofa",Suco,Fruta
2025-02-24,Jantar,Suíno ao Molho de Laranja; Soja ao Molho de Queijo,Salada Crua; Arroz Colorido; Cuscuz; Creme de Batata; Sopa de Peixe,Suco; Café; Café com Leite,
2025-02-25,Almoço,Suíno ao Molho Madeira; Bobó de Grão-de-bico,"Salada Crua; Salada Cozida: Abóbora, Abobrinha e Chuchu; Feijão Macassar; Arroz com Cenoura; Legumes Sautê",Suco,Gelatina
2025-02-25,Jantar,Carne à Brejeira; Bacalhoada Vegetariana,Salada Crua; Espaguete ao Alho e Óleo; Macaxeira; Caldo Verde; Canja,Suco; Café; Café com Leite,
2025-02-26,Almoço,Estrogonofe de Carne; Lentilha com Cebola Caramelizada,"Salada Crua; Salada Cozida: Batata, Cenoura e Vagem; Feijão Mulatinho; Arroz Refogado; Espaguete ao Alho e Óleo",Suco,Fruta
2025-02-26,Jantar,Quiche de Charque; Soja Refogada,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Creme de Cebola; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2025-02-27,Almoço,Isca de Fígado à Portuguesa; Torta Madalena de Soja,"Salada Crua; Salada Cozida: Repolho, Batata-doce e Chuchu; Feijão Macassar; Arroz Colorido; Quibebe",Suco,Bolo de Chocolate
2025-02-27,Jantar,Estrogonofe de Frango; Ratatouille,Salada Crua; Arroz Branco; Batata-doce; Creme de Abóbora; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2025-02-28,Almoço,Feijoada; Abobrinha à Parmegiana,Salada Crua; Salada Cozida: Couve e Repolho; Feijão Preto; Arroz Branco; Farofa,Suco,Fruta
2025-03-10,Almoço,Fricassê de Frango; Lentilha com Cebola Caramelizada,"Salada Crua; Salada Cozida: Abobrinha, Batata e Cenoura; Feijão Preto; Arroz Colorido; Espaguete ao Alho e Óleo",Suco,Fruta
2025-03-10,Jantar,Toscana Acebolada; Estrogonofe de Grão-de-bico,Salada Crua; Arroz Branco; Macaxeira; Creme de Abóbora; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2025-03-11,Almoço,Estrogonofe de Carne; Soja Oriental,"Salada Crua; Salada Cozida: Repolho, Batata-doce e Abóbora; Feijão Macassar; Arroz Refogado; Farofa com Batata Palha",Suco,Fruta
2025-03-11,Jantar,Frango à Pizzaiolo,Salada Crua; Espaguete ao Alho e Óleo; Cará; Sopa de Feijão Vegetariana; Creme de Peixe,Suco; Café; Café com Leite,
2025-03-12,Almoço,Moqueca de Peixe; Fricassê de Legumes,"Salada Crua; Salada Cozida: Batata, Cenoura e Chuchu; Feijão Tropeiro; Arroz com Milho; Quibebe",Suco,Picolé
2025-03-12,Jantar,Bife de Panela; Bobó de Soja,Salada Crua; Arroz com Vagem; Cuscuz; Creme de Cebola; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2025-03-13,Almoço,Frango à Portuguesa; Risoto de Grão-de-bico,"Salada Crua; Salada Cozida: Repolho, Abobrinha e Cenoura; Feijão Preto; Arroz com Cenoura; Espaguete ao Alho e Óleo",Suco,Fruta
2025-03-13,Jantar,Suíno ao Molho Barbecue; Abobrinha à Milanesa,Salada Crua; Arroz com Espinafre; Cuscuz; Sopa de Legumes; Canjiquinha,Suco; Café; Café com Leite,
2025-03-14,Almoço,Cassoulet; Bolinho de Legumes,"Salada Crua; Salada Cozida: Batata, Cenoura e Vagem; Feijão Mulatinho; Arroz Refogado; Farofa",Suco,Pudim de Chocolate
2025-03-14,Jantar,Quiche de Charque; Fricassê de Soja,Salada Crua; Espaguete ao Alho e Óleo; Batata-doce; Creme de Peixe; Sopa de Feijão,Suco; Café; Café com Leite,
2025-03-17,Almoço,Frango à Parmegiana; Assado de Lentilha com Legumes,"Salada Crua; Salada Cozida: Batata-doce, Cenoura e Vagem; Feijão Tropeiro; Arroz com Cenoura; Purê de Batata",Suco,Fruta
2025-03-17,Jantar,Suíno Acebolado; Torta Madalena Vegetariana,Salada Crua; Espaguete ao Alho e Óleo; Macaxeira; Creme de Abóbora; Sopa de Macarrão com Carne,Suco; Café; Café com Leite,
2025-03-18,Almoço,Fígado ao Molho Madeira; Quiche de Cebola,"Salada Crua; Salada Cozida: Abóbora, Batata-doce e Cenoura; Feijão Preto; Arroz Colorido; Espaguete ao Alho e Óleo",Suco,Gelatina
2025-03-18,Jantar,Escondidinho de Charque; Soja com Azeitonas,Salada Crua; Arroz Refogado; Cuscuz; Sopa de Lentilha; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2025-03-19,Almoço,Carne de Sol Acebolada; Lasanha de Soja,"Salada Crua; Salada Cozida: Abobrinha, Abóbora e Vagem; Feijão Mulatinho; Arroz Refogado; Legumes Gratinados",Suco,Fruta
2025-03-19,Jantar,Salsicha ao Molho; Risoto de Grão-de-bico,Salada Crua; Espaguete ao Alho e Óleo; Banana Comprida; Creme de Cenoura; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2025-03-20,Almoço,Frango Caipira; Bobó de Grão-de-bico,"Salada Crua; Salada Cozida: Repolho, Beterraba e Abóbora; Feijão Macassar; Arroz com Vagem; Espaguete ao Alho e Óleo",Suco,Fruta
2025-03-20,Jantar,Estrogonofe de Frango; Quiche de Cebola,Salada Crua; Arroz com Cenoura; Cuscuz; Sopa de Feijão Vegetariana; Sopa Creme de Macaxeira com Charque,Suco; Café; Café com Leite,
2025-03-21,Almoço,Dobradinha; Abobrinha à Milanesa,"Salada Crua; Salada Cozida: Batata, Cenoura e Chuchu; Feijão Mulatinho; Arroz Branco; Farofa de Banana",Suco,Doce de Goiaba
2025-03-21,Jantar,Bife Acebolado; Soja Caipira,Salada Crua; Arroz Branco; Batata-doce; Sopa de Legumes; Mungunzá,Suco; Café; Café com Leite,
2025-03-24,Almoço,Suíno ao Molho de Abacaxi; Moqueca de Banana com Legumes,"Salada Crua; Salada Cozida: Batata, Repolho, Vagem e Milho; Feijão Mulatinho; Arroz Colorido; Espaguete ao Alho e Óleo",Suco,Fruta
2025-03-24,Jantar,Frango ao Molho Pomodoro; Estrogonofe de Soja,Salada Crua; Arroz com Brócolis; Cuscuz; Creme de Legumes; Arroz Doce,Suco; Café; Café com Leite,
2025-03-25,Almoço,Isca de Carne à Brejeira; Bolonhesa de Lentilha,"Salada Crua; Salada Cozida: Abobrinha, Batata e Chuchu; Feijão Macassar; Arroz com Cenoura; Quibebe",Suco,Chocolate
2025-03-25,Jantar,Suíno ao Molho Madeira; Bolinho de Soja,Salada Crua; Espaguete ao Alho e Óleo; Macaxeira; Sopa de Feijão Vegetariana; Sopa de Legumes com Carne,Suco; Café; Café com Leite,
2025-03-26,Almoço,Frango Xadrez; Bolinho de Soja,"Salada Crua; Salada Cozida: Batata, Cenoura e Vagem; Feijão Preto; Arroz Refogado; Espaguete ao Alho e Óleo",Suco,Fruta
2025-03-26,Jantar,Torta Madalena de Charque; Ensopado de Grão-de-bico,Salada Crua; Arroz com Ervilha; Batata-doce; Sopa de Legumes; Creme de Peixe,Suco; Café; Café com Leite,
2025-03-27,Almoço,Isca de Fígado ao Molho Oriental; Empadão de Falso Camarão,Salada Crua; Salada Cozida: Batata-doce e Abóbora; Feijão Macassar; Arroz Carioca; Purê de Batata,Suco,Bolo de Chocolate
2025-03-27,Jantar,Lasanha de Carne; Lentilha com Cebola Caramelizada,Salada Crua; Arroz Branco; Cuscuz; Creme de Abóbora; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2025-03-28,Almoço,Cozido; Estrogonofe de Grão-de-bico,"Salada Crua; Salada Cozida: Batata, Cenoura e Chuchu; Feijão Mulatinho; Arroz Branco; Pirão",Suco,Fruta
2025-03-28,Jantar,Hambúrguer; Soja ao Molho de Queijo,Salada Crua; Arroz Colorido; Batata Frita; Sopa de Legumes com Frango; Creme de Cenoura,Suco; Café; Café com Leite,
2025-03-31,Almoço,Frango na Aveia; Suflê de Legumes,"Salada Crua; Salada Cozida: Batata, Batata-doce e Chuchu; Feijão Preto; Arroz Colorido; Espaguete ao Alho e Óleo",Suco,Paçoca
2025-03-31,Jantar,Fricassê de Frango; Bobó de Grão-de-bico,Salada Crua; Espaguete ao Alho e Óleo; Cará; Creme de Batata; Sopa de Legumes com Carne,Suco; Café; Café com Leite,
2025-04-01,Almoço,Lasanha de Carne; Bobó de Grão-de-bico,"Salada Crua; Salada Cozida: Abóbora, Abobrinha e Chuchu; Feijão Macassar; Arroz com Vagem; Farofa de Banana",Suco,Gelatina
2025-04-01,Jantar,Lombo Suíno ao Molho Madeira; Bolinho de Soja,Salada Crua; Arroz Refogado; Cuscuz; Caldo Verde; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2025-04-02,Almoço,Bife à Pizzaiolo; Assado de Lentilha com Legumes,"Salada Crua; Salada Cozida: Batata, Cenoura e Chuchu; Feijão Mulatinho; Arroz com Cenoura; Quibebe; Espaguete ao Alho e Óleo",Suco,Fruta
2025-04-02,Jantar,Quiche de Charque; Fricassê de Soja,Salada Crua; Espaguete ao Alho e Óleo; Batata-doce; Creme de Abóbora; Sopa de Peixe,Suco; Café; Café com Leite,
2025-04-03,Almoço,Frango Xadrez; Quiche de Repolho,"Salada Crua; Salada Cozida: Batata, Abóbora, Vagem e Milho; Feijão Mulatinho; Arroz Refogado; Espaguete ao Alho e Óleo",Suco,Fruta
2025-04-03,Jantar,Estrogonofe de Carne; Empadão de Falso Camarão,Salada Crua; Arroz Branco; Macaxeira; Creme de Cenoura; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2025-04-04,Almoço,Feijoada; Escondidinho de Soja,Salada Crua; Salada Cozida: Couve e Repolho; Feijão Preto; Arroz Branco; Farofa,Suco,Pudim de Coco
2025-04-04,Jantar,Frango ao Forno; Bacalhoada Vegetariana,Salada Crua; Espaguete ao Alho e Óleo; Cará; Sopa de Feijão Vegetariana; Arroz Doce,Suco; Café; Café com Leite,
2025-04-07,Almoço,Guisado com Legumes; Soja Caipira,"Salada Crua; Salada Cozida: Batata, Beterraba e Chuchu; Feijão Macassar; Arroz Refogado; Farofa com Batata Palha",Suco,Fruta
2025-04-07,Jantar,Escondidinho de Charque; Moqueca de Banana com Legumes,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Sopa de Feijão Vegetariana; Canja,Suco; Café; Café com Leite,
2025-04-08,Almoço,Frango Caipira; Lentilha com Cebola Caramelizada,"Salada Crua; Salada Cozida: Abobrinha, Batata e Chuchu; Feijão Mulatinho; Arroz com Cenoura; Espaguete ao Alho e Óleo",Suco,Fruta
2025-04-08,Jantar,Isca de Carne ao Molho Barbecue; Empadão Vegano,Salada Crua; Arroz com Cenoura; Macaxeira; Sopa de Legumes; Papa de Chocolate,Suco; Café; Café com Leite,
2025-04-09,Almoço,Suíno ao Molho de Abacaxi; Grão-de-bico com Legumes,"Salada Crua; Salada Cozida: Repolho, Batata-doce e Abóbora; Feijão Macassar; Arroz com Espinafre; Espaguete ao Alho e Óleo",Suco,Fruta
2025-04-09,Jantar,Toscana Acebolada; Berinjela à Milanesa,Salada Crua; Arroz Branco; Cuscuz; Creme de Batata; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2025-04-10,Almoço,Isca de Fígado à Portuguesa; Quiche de Cebola,"Salada Crua; Salada Cozida: Batata, Cenoura e Vagem; Feijão Preto; Arroz Colorido; Purê de Batata",Suco,Picolé
2025-04-10,Jantar,Filé de Frango à Milanesa; Soja com Azeitonas,Salada Crua; Arroz Colorido; Cará; Caldo Verde; Sopa de Peixe,Suco; Café; Café com Leite,
2025-04-11,Almoço,Cassoulet; Abobrinha à Parmegiana,"Salada Crua; Salada Cozida: Abobrinha, Cenoura e Chuchu; Feijão Mulatinho; Arroz Refogado; Farofa de Banana",Suco,Doce de Banana
2025-04-11,Jantar,Suíno ao Molho de Abacaxi; Lasanha de Soja,Salada Crua; Espaguete ao Alho e Óleo; Batata-doce; Creme de Abóbora; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2025-04-14,Almoço,Carne de Sol Acebolada; Fricassê de Soja,"Salada Crua; Salada Cozida: Batata, Cenoura e Chuchu; Feijão Tropeiro; Arroz com Cenoura; Purê Misto",Suco,Fruta
2025-04-14,Jantar,Salsicha ao Molho; Soja com Azeitonas,Salada Crua; Arroz Branco; Cuscuz; Sopa de Lentilha; Canjiquinha,Suco; Café; Café com Leite,
2025-04-15,Almoço,Frango à Parmegiana; Bolonhesa de Lentilha,"Salada Crua; Salada Cozida: Batata, Cenoura, Vagem e Milho; Feijão Mulatinho; Arroz Refogado; Espaguete ao Alho e Óleo",Suco,Fruta
2025-04-15,Jantar,Torta Madalena de Charque; Ratatouille,Salada Crua; Espaguete ao Alho e Óleo; Banana Comprida; Creme de Cenoura; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2025-04-16,Almoço,Peixe à Dorê; Moqueca de Banana com Legumes,"Salada Crua; Salada Cozida: Batata, Banana Comprida e Chuchu; Feijão Preto; Arroz com Milho; Quibebe",Suco,Bolo de Chocolate
2025-04-16,Jantar,Frango à Pizzaiolo; Pastelão Vegetariano,Salada Crua; Espaguete ao Alho e Óleo; Macaxeira; Creme de Batata; Canja,Suco; Café; Café com Leite,
2025-04-22,Almoço,Fricassê de Frango; Torta de Repolho,"Salada Crua; Salada Cozida: Beterraba, Batata e Cenoura; Feijão Mulatinho; Arroz com Milho; Farofa de Cenoura",Suco,Fruta
2025-04-22,Jantar,Suíno ao Molho de Laranja; Lentilha ao Molho Oriental,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Sopa de Feijão Vegetariana; Mungunzá,Suco; Café; Café com Leite,
2025-04-23,Almoço,Bife ao Molho Madeira; Assado de Lentilha com Legumes,"Salada Crua; Salada Cozida: Batata, Chuchu e Abóbora; Feijão Tropeiro; Arroz com Cenoura; Purê de Batata",Suco,Doce de Goiaba
2025-04-23,Jantar,Frango Grelhado com Ervas; Soja ao Sugo,Salada Crua; Espaguete ao Alho e Óleo; Macaxeira; Creme de Cebola; Canja,Suco; Café; Café com Leite,
2025-04-24,Almoço,Frango ao Forno; Grão-de-bico com Legumes,"Salada Crua; Salada Cozida: Abobrinha, Cenoura, Vagem e Milho; Feijão Preto; Arroz Colorido; Espaguete ao Alho e Óleo",Suco,Fruta
2025-04-24,Jantar,Guisado com Legumes; Torta de Legumes,Salada Crua; Arroz Refogado; Cuscuz; Creme de Cenoura; Sopa de Legumes com Carne,Suco; Café; Café com Leite,
2025-04-25,Almoço,Cozido; Lasanha de Berinjela,"Salada Crua; Salada Cozida: Abóbora, Batata-doce e Batata; Feijão Mulatinho; Arroz Refogado; Pirão",Suco,Chocolate
2025-04-25,Jantar,Hambúrguer; Hambúrguer de Lentilha,Salada Crua; Arroz Branco; Batata Frita; Creme de Abóbora; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2025-04-28,Almoço,Bife à Parmegiana; Lentilha ao Molho Oriental,"Salada Crua; Salada Cozida: Batata, Cenoura e Vagem; Feijão Preto; Arroz Refogado; Espaguete ao Alho e Óleo",Suco,Fruta
2025-04-28,Jantar,Toscana Acebolada; Ratatouille,Salada Crua; Arroz Branco; Batata-doce; Creme de Batata; Sopa de Peixe,Suco; Café; Café com Leite,
2025-04-29,Almoço,Suíno ao Molho Madeira; Moqueca de Banana com Legumes,"Salada Crua; Salada Cozida: Abóbora, Beterraba e Chuchu; Feijão Macassar; Arroz Colorido; Batata Sautê",Suco,Pudim de Coco
2025-04-29,Jantar,Frango Caipira; Soja Refogada,Salada Crua; Espaguete ao Alho e Óleo; Macaxeira; Caldo Verde; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2025-04-30,Almoço,Isca de Fígado à Portuguesa; Torta Madalena de Soja,"Salada Crua; Salada Cozida: Repolho, Batata-doce e Abóbora; Feijão Mulatinho; Arroz com Milho; Quibebe",Suco,Paçoca
2025-04-30,Jantar,Carne ao Molho Oriental; Suflê de Legumes,Salada Crua; Arroz com Cenoura; Cuscuz; Sopa de Legumes; Arroz Doce,Suco; Café; Café com Leite,
2025-05-05,Almoço,Fricassê de Frango; Soja Oriental,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Feijão Preto; Arroz Refogado; Farofa com Batata Palha",Suco,Chocolate
2025-05-05,Jantar,Bife de Panela; Escondidinho Vegetariano,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Sopa de Feijão; Creme de Macaxeira com Charque,Suco; Café; Café com Leite,
2025-05-06,Almoço,Suíno ao Molho Madeira; Moqueca de Banana com Legumes,"Salada Crua; Salada Cozida: Abóbora, Beterraba e Chuchu; Feijão Macassar; Arroz Colorido; Batata Sautê",Suco,Pudim de Coco
2025-05-06,Jantar,Frango Caipira; Soja Refogada,Salada Crua; Espaguete ao Alho e Óleo; Macaxeira; Caldo Verde; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2025-05-07,Almoço,Filé de Frango Acebolado; Bacalhoada Vegetariana,"Salada Crua; Salada Cozida: Cenoura, Chuchu e Beterraba; Feijão Mulatinho; Arroz com Brócolis; Quibebe",Suco,Fruta
2025-05-07,Jantar,Suíno ao Molho Oriental; Estrogonofe de Grão-de-bico,Salada Crua; Arroz com Vagem; Cuscuz; Creme de Batata; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2025-05-08,Almoço,Estrogonofe de Carne; Lentilha com Cebola Caramelizada,"Salada Crua; Salada Cozida: Repolho, Abobrinha e Cenoura; Feijão Preto; Arroz com Milho; Espaguete ao Alho e Óleo",Suco,Fruta
2025-05-09,Almoço,Cassoulet; Risoto de Grão-de-bico,"Salada Crua; Salada Cozida: Batata, Cenoura, Vagem; Feijão Mulatinho; Arroz Refogado; Farofa",Suco,Gelatina
2025-05-12,Almoço,Suíno ao Molho de Abacaxi; Assado de Lentilha com Legumes,"Salada Crua; Salada Cozida: Batata, Cenoura e Vagem; Feijão Macassar; Arroz Refogado; Espaguete ao Alho e Óleo",Suco,Fruta
2025-05-12,Jantar,Escondidinho de Charque; Bacalhoada Vegetariana,Salada Crua; Espaguete ao Alho e Óleo; Cará; Creme de Abóbora; Sopa de Peixe,Suco; Café; Café com Leite,
2025-05-13,Almoço,Fígado ao Molho Madeira; Quiche de Cebola,"Salada Crua; Salada Cozida: Abóbora, Batata-doce e Cenoura; Feijão Preto; Arroz com Brócolis; Espaguete ao Alho e Óleo",Suco,Picolé
2025-05-13,Jantar,Suíno ao Molho Agridoce; Soja com Azeitonas,Salada Crua; Arroz Refogado; Cuscuz; Sopa de Lentilha; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2025-05-14,Almoço,Frango à Parmegiana; Soja Oriental,"Salada Crua; Salada Cozida: Abobrinha, Beterraba e Chuchu; Feijão Mulatinho; Arroz com Milho; Batata Sautê",Suco,Fruta
2025-05-14,Jantar,Salsicha ao Molho; Risoto de Grão-de-bico,Salada Crua; Espaguete ao Alho e Óleo; Banana Comprida; Creme de Cenoura; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2025-05-15,Almoço,Carne de Sol Acebolada; Estrogonofe de Grão-de-bico,"Salada Crua; Salada Cozida: Repolho, Batata-doce e Abóbora; Feijão Macassar; Arroz com Cenoura; Espaguete ao Alho e Óleo",Suco,Fruta
2025-05-15,Jantar,Estrogonofe de Carne; Quiche de Cebola,Salada Crua; Arroz Colorido; Cuscuz; Sopa de Feijão Vegetariana; Sopa Creme de Macaxeira com Charque,Suco; Café; Café com Leite,
2025-05-16,Almoço,Cozido; Bobó de Grão-de-bico,"Salada Crua; Salada Cozida: Batata, Cenoura e Chuchu; Feijão Mulatinho; Arroz Branco; Pirão",Suco,Fruta
2025-05-16,Jantar,Hambúrguer; Hambúrguer de Grão-de-bico,Salada Crua; Arroz Colorido; Batata Frita; Creme de Cenoura; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2025-05-19,Almoço,Carne à Brejeira; Lasanha de Soja,"Salada Crua; Salada Cozida: Batata, Cenoura, Vagem e Milho; Feijão Mulatinho; Arroz Colorido; Espaguete ao Alho e Óleo",Suco,Pé-de-moleque
2025-05-19,Jantar,Frango ao Molho Pomodoro; Bacalhoada Vegetariana,Salada Crua; Arroz com Brócolis; Macaxeira; Creme de Legumes; Canjiquinha,Suco; Café; Café com Leite,
2025-05-20,Almoço,Suíno ao Molho Agridoce; Suflê de Legumes,"Salada Crua; Salada Cozida: Abobrinha, Abóbora e Chuchu; Feijão Mulatinho; Arroz com Brócolis; Farofa",Suco,Fruta
2025-05-20,Jantar,Torta Madalena de Charque; Ensopado de Grão-de-bico,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Sopa de Feijão Vegetariana; Sopa de Legumes com Carne,Suco; Café; Café com Leite,
2025-05-21,Almoço,Frango Xadrez; Moqueca de Banana,"Salada Crua; Salada Cozida: Batata, Cenoura e Vagem; Feijão Preto; Arroz com Cenoura; Espaguete ao Alho e Óleo",Suco,Fruta
2025-05-21,Jantar,Bife Acebolado; Estrogonofe de Soja,Salada Crua; Arroz Refogado; Batata-doce; Creme de Abóbora; Sopa de Peixe,Suco; Café; Café com Leite,
2025-05-22,Almoço,Frango ao Molho de Queijo; Moqueca de Banana,"Salada Crua; Salada Cozida: Batata, Vagem e Cenoura; Feijão Macassar; Arroz Refogado; Farofa",Suco,Fruta
2025-05-22,Jantar,Suíno ao Molho Madeira; Fricassê de Soja,Salada Crua; Espaguete ao Alho e Óleo; Batata-doce; Creme de Cebola; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2025-05-26,Almoço,Carne à Brejeira; Lasanha de Soja,"Salada Crua; Salada Cozida: Batata, Cenoura, Vagem e Milho; Feijão Mulatinho; Arroz Colorido; Espaguete ao Alho e Óleo",Suco,Pé-de-moleque
2025-05-26,Jantar,Frango ao Molho Pomodoro; Bacalhoada Vegetariana,Salada Crua; Arroz com Brócolis; Macaxeira; Creme de Legumes; Canjiquinha,Suco; Café; Café com Leite,
2025-05-27,Almoço,Bife ao Molho Madeira; Estrogonofe de Soja,"Salada Crua; Salada Cozida: Abóbora, Batata-doce e Cenoura; Feijão Mulatinho; Arroz com Vagem; Espaguete ao Alho e Óleo",Suco,Fruta
2025-05-27,Jantar,Calabresa Acebolada; Torta Madalena de Soja,Salada Crua; Arroz Refogado; Macaxeira; Canja; Creme de Cenoura,Suco; Café; Café com Leite,
2025-05-28,Almoço,Frango ao Forno; Lentilha ao Molho Oriental,"Salada Crua; Salada Cozida: Batata, Abóbora e Vagem; Feijão Macassar; Arroz com Cenoura; Purê de Batata",Suco,Fruta
2025-05-28,Jantar,Estrogonofe de Carne; Pastelão Vegetariano,Salada Crua; Arroz com Vagem; Cuscuz; Sopa de Feijão Vegetariana; Arroz Doce,Suco; Café; Café com Leite,
2025-05-29,Almoço,Fígado à Portuguesa; Abobrinha à Parmegiana,"Salada Crua; Salada Cozida: Abobrinha, Cenoura, Chuchu; Feijão Mulatinho; Arroz com Espinafre; Espaguete ao Alho e Óleo",Suco,Bolo de Chocolate
2025-05-29,Jantar,Frango na Aveia; Soja ao Molho Oriental,Salada Crua; Arroz com Ervilha; Batata-doce; Caldo Verde; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2025-05-30,Almoço,Cozido; Bobó de Grão-de-bico,"Salada Crua; Salada Cozida: Batata, Cenoura e Chuchu; Feijão Mulatinho; Arroz Branco; Pirão",Suco,Fruta
2025-05-30,Jantar,Suíno ao Molho de Abacaxi; Fricassê de Soja,Salada Crua; Espaguete ao Alho e Óleo; Cará; Creme de Abóbora; Sopa de Legumes com Carne,Suco; Café; Café com Leite,
2025-06-02,Almoço,Estrogonofe de Carne; Soja Oriental,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Feijão Macassar; Arroz com Brócolis; Espaguete ao Alho e Óleo",Suco,Fruta
2025-06-02,Jantar,Frango à Pizzaiolo; Bolonhesa de Lentilha,Salada Crua; Espaguete ao Alho e Óleo; Cará; Sopa de Feijão Vegetariana; Creme de Batata,Suco; Café; Café com Leite,
2025-06-03,Almoço,Fricassê de Frango; Lentilha com Cebola Caramelizada,"Salada Crua; Salada Cozida: Repolho, Batata-doce e Abóbora; Feijão Preto; Arroz Colorido; Purê de Batata",Suco,Fruta
2025-06-03,Jantar,Toscana Acebolada; Estrogonofe de Grão-de-bico,Salada Crua; Arroz Branco; Macaxeira; Creme de Abóbora; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2025-06-04,Almoço,Frango ao Molho Pomodoro; Risoto de Grão-de-bico,"Salada Crua; Salada Cozida: Repolho, Abobrinha e Cenoura; Feijão Macassar; Arroz com Cenoura; Espaguete ao Alho e Óleo",Suco,Fruta
2025-06-04,Jantar,Bife de Panela; Abobrinha à Milanesa,Salada Crua; Arroz com Vagem; Cuscuz; Creme de Cebola; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2025-06-05,Almoço,Peixe à Dorê; Moqueca de Banana,"Salada Crua; Salada Cozida: Batata, Cenoura e Chuchu; Feijão Preto; Arroz com Milho; Pirão de Peixe",Suco,Doce de Goiaba
2025-06-05,Jantar,Suíno ao Molho Barbecue; Bobó de Soja,Salada Crua; Arroz com Espinafre; Cuscuz; Sopa de Legumes; Papa de Chocolate,Suco; Café; Café com Leite,
2025-06-06,Almoço,Cassoulet; Bolinho de Legumes,"Salada Crua; Salada Cozida: Batata, Cenoura e Chuchu; Feijão Mulatinho; Arroz Refogado; Farofa",Suco,Pudim de Chocolate
2025-06-06,Jantar,Quiche de Charque; Risoto de Grão-de-bico,Salada Crua; Espaguete ao Alho e Óleo; Batata-doce; Creme de Macaxeira com Charque; Sopa de Feijão,Suco; Café; Café com Leite,
2025-06-09,Almoço,Frango à Parmegiana; Assado de Lentilha com Legumes,"Salada Crua; Salada Cozida: Chuchu, Cenoura e Vagem; Feijão Macassar; Arroz com Cenoura; Espaguete ao Alho e Óleo",Suco,Fruta
2025-06-09,Jantar,Suíno Acebolado; Moqueca de Banana,Salada Crua; Espaguete ao Alho e Óleo; Macaxeira; Caldo Verde; Sopa de Carne com Legumes,Suco; Café; Café com Leite,
2025-06-10,Almoço,Fígado à Portuguesa; Quiche de Cebola,"Salada Crua; Salada Cozida: Abóbora, Batata-doce e Cenoura; Feijão Preto; Arroz Colorido; Purê de Batata",Suco,Gelatina
2025-06-10,Jantar,Escondidinho de Charque; Soja ao Sugo,Salada Crua; Arroz Refogado; Cuscuz; Sopa de Lentilha; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2025-06-11,Almoço,Bife Acebolado; Lasanha de Soja,"Salada Crua; Salada Cozida: Abobrinha, Abóbora e Vagem; Feijão Mulatinho; Arroz Refogado; Farofa com Batata Palha",Suco,Fruta
